WC-1930,T-83,Yugoslavia,P-05587,Marković,Bozidar,0,forward
WC-1930,T-83,Yugoslavia,P-05511,Mihajlović,Dragoslav,0,defender
WC-1930,T-83,Yugoslavia,P-09878,Najdanović,Dragutin,0,forward
WC-1930,T-83,Yugoslavia,P-01297,Sekulić,Branislav,0,forward
WC-1930,T-83,Yugoslavia,P-03131,Spasojević,Teofilo,0,midfielder
WC-1930,T-83,Yugoslavia,P-00928,Stefanović,Ljubiša,0,defender
WC-1930,T-83,Yugoslavia,P-01343,Stojanović,Milan,0,goal keeper
WC-1930,T-83,Yugoslavia,P-00319,Tirnanić,Aleksandar,0,forward
WC-1930,T-83,Yugoslavia,P-05833,Tošić,Dragomir,0,defender
WC-1930,T-83,Yugoslavia,P-03989,Vujadinović,Đorđe,0,forward
WC-1934,T-03,Argentina,P-00209,Albarracín,Ernesto,0,midfielder
WC-1934,T-03,Argentina,P-04994,Astudillo,Ramón,0,defender
WC-1934,T-03,Argentina,P-09883,Belis,Ernesto,0,defender
WC-1934,T-03,Argentina,P-04354,Chimento,Enrique,0,defender
WC-1934,T-03,Argentina,P-06945,Devincenzi,Alfredo,0,forward
WC-1934,T-03,Argentina,P-07135,Freschi,Héctor,0,goal keeper
WC-1934,T-03,Argentina,P-03717,Galateo,Alberto,0,forward
WC-1934,T-03,Argentina,P-08026,Grippa,Ángel,0,goal keeper
WC-1934,T-03,Argentina,P-07273,Irañeta,Roberto,0,forward
WC-1934,T-03,Argentina,P-01233,Izzeta,Luis,0,forward
WC-1934,T-03,Argentina,P-05799,López,Arcadio,0,midfielder
WC-1934,T-03,Argentina,P-01287,Lorenzo,Alfonso,0,midfielder
WC-1934,T-03,Argentina,P-05161,Nehin,José,0,midfielder
WC-1934,T-03,Argentina,P-08870,Pedevilla,Juan,0,defender
WC-1934,T-03,Argentina,P-08208,Pérez,Francisco,0,forward
WC-1934,T-03,Argentina,P-09765,Rúa,Francisco,0,forward
WC-1934,T-03,Argentina,P-08758,Urbieta Sosa,Constantino,0,midfielder
WC-1934,T-03,Argentina,P-07783,Wilde,Federico,0,forward
WC-1934,T-05,Austria,P-03565,Bican,Josef,0,forward
WC-1934,T-05,Austria,P-05651,Braun,Georg,0,forward
WC-1934,T-05,Austria,P-06924,Cisar,Franz,0,defender
WC-1934,T-05,Austria,P-04156,Franzl,Friederich,0,goal keeper
WC-1934,T-05,Austria,P-01443,Hassmann,Josef,0,forward
WC-1934,T-05,Austria,P-05639,Hofmann,Leopold,0,midfielder
WC-1934,T-05,Austria,P-08559,Horvath,Johann,0,forward
WC-1934,T-05,Austria,P-01088,Janda,Anton,0,defender
WC-1934,T-05,Austria,P-07740,Kaburek,Matthias,0,forward
WC-1934,T-05,Austria,P-08603,Platzer,Peter,0,goal keeper
WC-1934,T-05,Austria,P-05725,Raftl,Rudolf,0,goal keeper
WC-1934,T-05,Austria,P-06987,Schall,Anton,0,forward
WC-1934,T-05,Austria,P-03722,Schmaus,Willibald,0,defender
WC-1934,T-05,Austria,P-00993,Sesta,Karl,0,defender
WC-1934,T-05,Austria,P-07395,Sindelar,Matthias,0,forward
WC-1934,T-05,Austria,P-09689,Smistik,Josef,0,midfielder
WC-1934,T-05,Austria,P-09244,Stroh,Josef,0,forward
WC-1934,T-05,Austria,P-00194,Urbanek,Johann,0,midfielder
WC-1934,T-05,Austria,P-03047,Viertl,Rudolf,0,forward
WC-1934,T-05,Austria,P-05918,Wagner,Franz,0,midfielder
WC-1934,T-05,Austria,P-06044,Walzhofer,Hans,0,forward
WC-1934,T-05,Austria,P-03943,Zischek,Karl,0,forward
WC-1934,T-06,Belgium,P-04809,Badjou,Arnold,0,goal keeper
WC-1934,T-06,Belgium,P-05271,Bourgeois,Désiré,0,midfielder
WC-1934,T-06,Belgium,P-01892,Brichaut,Jean,0,forward
WC-1934,T-06,Belgium,P-01864,Capelle,Jean,0,forward
WC-1934,T-06,Belgium,P-02586,Claessens,Jean,0,midfielder
WC-1934,T-06,Belgium,P-07305,Devries,François,0,forward
WC-1934,T-06,Belgium,P-05622,Grimmonprez,Laurent,0,forward
WC-1934,T-06,Belgium,P-07499,Hellemans,August,0,midfielder
WC-1934,T-06,Belgium,P-05583,Heremans,Albert,0,forward
WC-1934,T-06,Belgium,P-00855,Joacim,Constant,0,defender
WC-1934,T-06,Belgium,P-04829,Lamoot,Robert,0,forward
WC-1934,T-06,Belgium,P-06348,Ledent,François,0,forward
WC-1934,T-06,Belgium,P-08618,Pappaert,Jules,0,defender
WC-1934,T-06,Belgium,P-08226,Peeraer,Frans,0,midfielder
WC-1934,T-06,Belgium,P-02022,Putmans,Victor,0,midfielder
WC-1934,T-06,Belgium,P-04180,Simons,René,0,midfielder
WC-1934,T-06,Belgium,P-00528,Smellinckx,Philibert,0,defender
WC-1934,T-06,Belgium,P-08344,Van Ingelgem,Joseph,0,midfielder
WC-1934,T-06,Belgium,P-09195,Vandewyer,André,0,goal keeper
WC-1934,T-06,Belgium,P-04609,Versyp,Louis,0,forward
WC-1934,T-06,Belgium,P-00804,Voorhoof,Bernard,0,forward
WC-1934,T-06,Belgium,P-00311,Welkenhuysen,Félix,0,midfielder
WC-1934,T-09,Brazil,P-09134,Almeida,,0,forward
WC-1934,T-09,Brazil,P-06277,Ariel,,0,midfielder
WC-1934,T-09,Brazil,P-02526,Armandinho,,0,forward
WC-1934,T-09,Brazil,P-05147,Áttila,,0,forward
WC-1934,T-09,Brazil,P-08631,Canalli,,0,midfielder
WC-1934,T-09,Brazil,P-06858,de Brito,Waldemar,0,forward
WC-1934,T-09,Brazil,P-08184,Germano,,0,goal keeper
WC-1934,T-09,Brazil,P-08884,Hoffmann,Sylvio,0,defender
WC-1934,T-09,Brazil,P-03549,Leite,Carvalho,0,forward
WC-1934,T-09,Brazil,P-03023,Leônidas,,0,forward
WC-1934,T-09,Brazil,P-07057,Luisinho,,0,forward
WC-1934,T-09,Brazil,P-02729,Luz,Luiz,0,defender
WC-1934,T-09,Brazil,P-00188,Martim,,0,midfielder
WC-1934,T-09,Brazil,P-02550,Octacílio,,0,defender
WC-1934,T-09,Brazil,P-04937,Pamplona,,0,midfielder
WC-1934,T-09,Brazil,P-00694,Patesko,,0,forward
WC-1934,T-09,Brazil,P-03519,Pedrosa,,0,goal keeper
WC-1934,T-09,Brazil,P-09061,Tinoco,,0,midfielder
WC-1934,T-09,Brazil,P-05337,Waldyr,,0,midfielder
WC-1934,T-20,Czechoslovakia,P-09575,Bouček,Jaroslav,0,midfielder
WC-1934,T-20,Czechoslovakia,P-01925,Burgr,Jaroslav,0,defender
WC-1934,T-20,Czechoslovakia,P-09582,Čambal,Štefan,0,midfielder
WC-1934,T-20,Czechoslovakia,P-09547,Čtyřoký,Josef,0,defender
WC-1934,T-20,Czechoslovakia,P-02282,Daučík,Ferdinand,0,defender
WC-1934,T-20,Czechoslovakia,P-01411,Junek,František,0,forward
WC-1934,T-20,Czechoslovakia,P-07661,Kalocsay,Géza,0,forward
