WC-1950,Yugoslavia v Switzerland,group stage,Estádio Independência,Belo Horizonte,Yugoslavia,T-72,CHE,3–0,3
WC-1950,England v Chile,group stage,Estádio do Maracanã,Rio de Janeiro,England,T-13,CHL,2–0,2
WC-1950,Spain v United States,group stage,Estádio Vila Capanema,Curitiba,Spain,T-79,USA,3–1,3
WC-1950,Sweden v Italy,group stage,Estádio do Pacaembu,São Paulo,Sweden,T-39,ITA,3–2,3
WC-1950,Brazil v Switzerland,group stage,Estádio do Pacaembu,São Paulo,Brazil,T-72,CHE,2–2,2
WC-1950,Yugoslavia v Mexico,group stage,Estádio dos Eucaliptos,Porto Alegre,Yugoslavia,T-44,MEX,4–1,4
WC-1950,Spain v Chile,group stage,Estádio do Maracanã,Rio de Janeiro,Spain,T-13,CHL,2–0,2
WC-1950,United States v England,group stage,Estádio Independência,Belo Horizonte,United States,T-27,ENG,1–0,1
WC-1950,Sweden v Paraguay,group stage,Estádio Vila Capanema,Curitiba,Sweden,T-53,PRY,2–2,2
WC-1950,Brazil v Yugoslavia,group stage,Estádio do Maracanã,Rio de Janeiro,Brazil,T-83,YUG,2–0,2
WC-1950,Chile v United States,group stage,Estádio Ilha do Retiro,Recife,Chile,T-79,USA,5–2,5
WC-1950,Spain v England,group stage,Estádio do Maracanã,Rio de Janeiro,Spain,T-27,ENG,1–0,1
WC-1950,Italy v Paraguay,group stage,Estádio do Pacaembu,São Paulo,Italy,T-53,PRY,2–0,2
WC-1950,Uruguay v Bolivia,group stage,Estádio Independência,Belo Horizonte,Uruguay,T-07,BOL,8–0,8
WC-1950,Switzerland v Mexico,group stage,Estádio dos Eucaliptos,Porto Alegre,Switzerland,T-44,MEX,2–1,2
WC-1950,Brazil v Sweden,final round,Estádio do Maracanã,Rio de Janeiro,Brazil,T-71,SWE,7–1,7
WC-1950,Uruguay v Spain,final round,Estádio do Pacaembu,São Paulo,Uruguay,T-70,ESP,2–2,2
WC-1950,Brazil v Spain,final round,Estádio do Maracanã,Rio de Janeiro,Brazil,T-70,ESP,6–1,6
WC-1950,Uruguay v Sweden,final round,Estádio do Pacaembu,São Paulo,Uruguay,T-71,SWE,3–2,3
WC-1950,Sweden v Spain,final round,Estádio do Pacaembu,São Paulo,Sweden,T-70,ESP,3–1,3
WC-1950,Uruguay v Brazil,final round,Estádio do Maracanã,Rio de Janeiro,Uruguay,T-09,BRA,2–1,2
WC-1954,Brazil v Mexico,group stage,Charmilles Stadium,Geneva,Brazil,T-44,MEX,5–0,5
WC-1954,Yugoslavia v France,group stage,Stade Olympique de la Pontaise,Lausanne,Yugoslavia,T-28,FRA,1–0,1
WC-1954,Austria v Scotland,group stage,Hardturm Stadium,Zürich,Austria,T-61,SCO,1–0,1
WC-1954,Uruguay v Czechoslovakia,group stage,Wankdorf Stadium,Bern,Uruguay,T-20,CSK,2–0,2
WC-1954,Switzerland v Italy,group stage,Stade Olympique de la Pontaise,Lausanne,Switzerland,T-39,ITA,2–1,2
WC-1954,Hungary v South Korea,group stage,Hardturm Stadium,Zürich,Hungary,T-68,KOR,9–0,9
WC-1954,West Germany v Turkey,group stage,Wankdorf Stadium,Bern,West Germany,T-76,TUR,4–1,4
WC-1954,England v Belgium,group stage,St. Jakob Stadium,Basel,England,T-06,BEL,4–4,4
WC-1954,Uruguay v Scotland,group stage,St. Jakob Stadium,Basel,Uruguay,T-61,SCO,7–0,7
WC-1954,Brazil v Yugoslavia,group stage,Stade Olympique de la Pontaise,Lausanne,Brazil,T-83,YUG,1–1,1
WC-1954,Austria v Czechoslovakia,group stage,Hardturm Stadium,Zürich,Austria,T-20,CSK,5–0,5
WC-1954,France v Mexico,group stage,Charmilles Stadium,Geneva,France,T-44,MEX,3–2,3
WC-1954,Hungary v West Germany,group stage,St. Jakob Stadium,Basel,Hungary,T-82,DEU,8–3,8
WC-1954,Turkey v South Korea,group stage,Charmilles Stadium,Geneva,Turkey,T-68,KOR,7–0,7
WC-1954,Italy v Belgium,group stage,Cornaredo Stadium,Lugano,Italy,T-06,BEL,4–1,4
WC-1954,England v Switzerland,group stage,Wankdorf Stadium,Bern,England,T-72,CHE,2–0,2
WC-1954,West Germany v Turkey,group stage,Hardturm Stadium,Zürich,West Germany,T-76,TUR,7–2,7
WC-1954,Switzerland v Italy,group stage,St. Jakob Stadium,Basel,Switzerland,T-39,ITA,4–1,4
WC-1954,Austria v Switzerland,quarter-finals,Stade Olympique de la Pontaise,Lausanne,Austria,T-72,CHE,7–5,7
WC-1954,Uruguay v England,quarter-finals,St. Jakob Stadium,Basel,Uruguay,T-27,ENG,4–2,4
WC-1954,Hungary v Brazil,quarter-finals,Wankdorf Stadium,Bern,Hungary,T-09,BRA,4–2,4
WC-1954,West Germany v Yugoslavia,quarter-finals,Charmilles Stadium,Geneva,West Germany,T-83,YUG,2–0,2
WC-1954,Hungary v Uruguay,semi-finals,Stade Olympique de la Pontaise,Lausanne,Hungary,T-80,URY,4–2,4
WC-1954,West Germany v Austria,semi-finals,St. Jakob Stadium,Basel,West Germany,T-05,AUT,6–1,6
WC-1954,Austria v Uruguay,third-place match,Hardturm Stadium,Zürich,Austria,T-80,URY,3–1,3
WC-1954,West Germany v Hungary,final,Wankdorf Stadium,Bern,West Germany,T-34,HUN,3–2,3
WC-1958,Sweden v Mexico,group stage,Råsunda Stadium,Solna,Sweden,T-44,MEX,3–0,3
WC-1958,Argentina v West Germany,group stage,Malmö Stadion,Malmö,Argentina,T-82,DEU,1–3,1
WC-1958,Northern Ireland v Czechoslovakia,group stage,Örjans Vall,Halmstad,Northern Ireland,T-20,CSK,1–0,1
WC-1958,France v Paraguay,group stage,Idrottsparken,Norrköping,France,T-53,PRY,7–3,7
WC-1958,Yugoslavia v Scotland,group stage,Arosvallen,Västerås,Yugoslavia,T-61,SCO,1–1,1
WC-1958,Hungary v Wales,group stage,Jernvallen,Sandviken,Hungary,T-81,WAL,1–1,1
WC-1958,Brazil v Austria,group stage,Rimnersvallen,Uddevalla,Brazil,T-05,AUT,3–0,3
WC-1958,Soviet Union v England,group stage,Ullevi,Gothenburg,Soviet Union,T-27,ENG,2–2,2
WC-1958,Argentina v Northern Ireland,group stage,Örjans Vall,Halmstad,Argentina,T-50,NIR,3–1,3
WC-1958,West Germany v Czechoslovakia,group stage,Olympia,Helsingborg,West Germany,T-20,CSK,2–2,2
WC-1958,Paraguay v Scotland,group stage,Idrottsparken,Norrköping,Paraguay,T-61,SCO,3–2,3
WC-1958,Yugoslavia v France,group stage,Arosvallen,Västerås,Yugoslavia,T-28,FRA,3–2,3
WC-1958,Mexico v Wales,group stage,Råsunda Stadium,Solna,Mexico,T-81,WAL,1–1,1
WC-1958,Brazil v England,group stage,Ullevi,Gothenburg,Brazil,T-27,ENG,0–0,0
WC-1958,Soviet Union v Austria,group stage,Ryavallen,Borås,Soviet Union,T-05,AUT,2–0,2
WC-1958,Sweden v Hungary,group stage,Råsunda Stadium,Solna,Sweden,T-34,HUN,2–1,2
WC-1958,Sweden v Wales,group stage,Råsunda Stadium,Solna,Sweden,T-81,WAL,0–0,0
WC-1958,Czechoslovakia v Argentina,group stage,Olympia,Helsingborg,Czechoslovakia,T-03,ARG,6–1,6
WC-1958,West Germany v Northern Ireland,group stage,Malmö Stadion,Malmö,West Germany,T-50,NIR,2–2,2
WC-1958,France v Scotland,group stage,Eyravallen,Örebro,France,T-61,SCO,2–1,2
WC-1958,Paraguay v Yugoslavia,group stage,Tunavallen,Eskilstuna,Paraguay,T-83,YUG,3–3,3
WC-1958,Hungary v Mexico,group stage,Jernvallen,Sandviken,Hungary,T-44,MEX,4–0,4
WC-1958,Brazil v Soviet Union,group stage,Ullevi,Gothenburg,Brazil,T-69,SUN,2–0,2
WC-1958,England v Austria,group stage,Ryavallen,Borås,England,T-05,AUT,2–2,2
WC-1958,Northern Ireland v Czechoslovakia,group stage,Malmö Stadion,Malmö,Northern Ireland,T-20,CSK,2–1,2
WC-1958,Wales v Hungary,group stage,Råsunda Stadium,Solna,Wales,T-34,HUN,2–1,2
WC-1958,Soviet Union v England,group stage,Ullevi,Gothenburg,Soviet Union,T-27,ENG,1–0,1
WC-1958,Brazil v Wales,quarter-finals,Ullevi,Gothenburg,Brazil,T-81,WAL,1–0,1
WC-1958,France v Northern Ireland,quarter-finals,Idrottsparken,Norrköping,France,T-50,NIR,4–0,4
WC-1958,Sweden v Soviet Union,quarter-finals,Råsunda Stadium,Solna,Sweden,T-69,SUN,2–0,2
WC-1958,West Germany v Yugoslavia,quarter-finals,Malmö Stadion,Malmö,West Germany,T-83,YUG,1–0,1
WC-1958,Brazil v France,semi-finals,Råsunda Stadium,Solna,Brazil,T-28,FRA,5–2,5
WC-1958,Sweden v West Germany,semi-finals,Ullevi,Gothenburg,Sweden,T-82,DEU,3–1,3
WC-1958,France v West Germany,third-place match,Ullevi,Gothenburg,France,T-82,DEU,6–3,6
WC-1958,Brazil v Sweden,final,Råsunda Stadium,Solna,Brazil,T-71,SWE,5–2,5
WC-1962,Uruguay v Colombia,group stage,Estadio Carlos Dittborn,Arica,Uruguay,T-15,COL,2–1,2
WC-1962,Chile v Switzerland,group stage,Estadio Nacional,Santiago,Chile,T-72,CHE,3–1,3
WC-1962,Brazil v Mexico,group stage,Estadio Sausalito,Viña del Mar,Brazil,T-44,MEX,2–0,2
WC-1962,Argentina v Bulgaria,group stage,Estadio El Teniente,Rancagua,Argentina,T-10,BGR,1–0,1
WC-1962,Soviet Union v Yugoslavia,group stage,Estadio Carlos Dittborn,Arica,Soviet Union,T-83,YUG,2–0,2
WC-1962,West Germany v Italy,group stage,Estadio Nacional,Santiago,West Germany,T-39,ITA,0–0,0
WC-1962,Czechoslovakia v Spain,group stage,Estadio Sausalito,Viña del Mar,Czechoslovakia,T-70,ESP,1–0,1
WC-1962,Hungary v England,group stage,Estadio El Teniente,Rancagua,Hungary,T-27,ENG,2–1,2
WC-1962,Yugoslavia v Uruguay,group stage,Estadio Carlos Dittborn,Arica,Yugoslavia,T-80,URY,3–1,3
WC-1962,Chile v Italy,group stage,Estadio Nacional,Santiago,Chile,T-39,ITA,2–0,2
WC-1962,Brazil v Czechoslovakia,group stage,Estadio Sausalito,Viña del Mar,Brazil,T-20,CSK,0–0,0
WC-1962,England v Argentina,group stage,Estadio El Teniente,Rancagua,England,T-03,ARG,3–1,3
WC-1962,Soviet Union v Colombia,group stage,Estadio Carlos Dittborn,Arica,Soviet Union,T-15,COL,4–4,4
WC-1962,West Germany v Switzerland,group stage,Estadio Nacional,Santiago,West Germany,T-72,CHE,2–1,2
WC-1962,Spain v Mexico,group stage,Estadio Sausalito,Viña del Mar,Spain,T-44,MEX,1–0,1
WC-1962,Hungary v Bulgaria,group stage,Estadio El Teniente,Rancagua,Hungary,T-10,BGR,6–1,6
WC-1962,Soviet Union v Uruguay,group stage,Estadio Carlos Dittborn,Arica,Soviet Union,T-80,URY,2–1,2
WC-1962,West Germany v Chile,group stage,Estadio Nacional,Santiago,West Germany,T-13,CHL,2–0,2
WC-1962,Brazil v Spain,group stage,Estadio Sausalito,Viña del Mar,Brazil,T-70,ESP,2–1,2
WC-1962,Hungary v Argentina,group stage,Estadio El Teniente,Rancagua,Hungary,T-03,ARG,0–0,0
WC-1962,Yugoslavia v Colombia,group stage,Estadio Carlos Dittborn,Arica,Yugoslavia,T-15,COL,5–0,5
WC-1962,Italy v Switzerland,group stage,Estadio Nacional,Santiago,Italy,T-72,CHE,3–0,3
WC-1962,Mexico v Czechoslovakia,group stage,Estadio Sausalito,Viña del Mar,Mexico,T-20,CSK,3–1,3
WC-1962,England v Bulgaria,group stage,Estadio El Teniente,Rancagua,England,T-10,BGR,0–0,0
WC-1962,Brazil v England,quarter-finals,Estadio Sausalito,Viña del Mar,Brazil,T-27,ENG,3–1,3
WC-1962,Chile v Soviet Union,quarter-finals,Estadio Carlos Dittborn,Arica,Chile,T-69,SUN,2–1,2
WC-1962,Czechoslovakia v Hungary,quarter-finals,Estadio El Teniente,Rancagua,Czechoslovakia,T-34,HUN,1–0,1
WC-1962,Yugoslavia v West Germany,quarter-finals,Estadio Nacional,Santiago,Yugoslavia,T-82,DEU,1–0,1
WC-1962,Brazil v Chile,semi-finals,Estadio Nacional,Santiago,Brazil,T-13,CHL,4–2,4
WC-1962,Czechoslovakia v Yugoslavia,semi-finals,Estadio Sausalito,Viña del Mar,Czechoslovakia,T-83,YUG,3–1,3
WC-1962,Chile v Yugoslavia,third-place match,Estadio Nacional,Santiago,Chile,T-83,YUG,1–0,1
WC-1962,Brazil v Czechoslovakia,final,Estadio Nacional,Santiago,Brazil,T-20,CSK,3–1,3
WC-1966,England v Uruguay,group stage,Wembley Stadium,London,England,T-80,URY,0–0,0
WC-1966,West Germany v Switzerland,group stage,Hillsborough Stadium,Sheffield,West Germany,T-72,CHE,5–0,5
WC-1966,Brazil v Bulgaria,group stage,Goodison Park,Liverpool,Brazil,T-10,BGR,2–0,2
WC-1966,Soviet Union v North Korea,group stage,Ayresome Park,Middlesbrough,Soviet Union,T-49,PRK,3–0,3
WC-1966,France v Mexico,group stage,Wembley Stadium,London,France,T-44,MEX,1–1,1
WC-1966,Argentina v Spain,group stage,Villa Park,Birmingham,Argentina,T-70,ESP,2–1,2
WC-1966,Portugal v Hungary,group stage,Old Trafford,Manchester,Portugal,T-34,HUN,3–1,3
WC-1966,Italy v Chile,group stage,Roker Park,Sunderland,Italy,T-13,CHL,2–0,2
WC-1966,Uruguay v France,group stage,White City Stadium,London,Uruguay,T-28,FRA,2–1,2
WC-1966,Spain v Switzerland,group stage,Hillsborough Stadium,Sheffield,Spain,T-72,CHE,2–1,2
WC-1966,Hungary v Brazil,group stage,Goodison Park,Liverpool,Hungary,T-09,BRA,3–1,3
WC-1966,Chile v North Korea,group stage,Ayresome Park,Middlesbrough,Chile,T-49,PRK,1–1,1
WC-1966,Argentina v West Germany,group stage,Villa Park,Birmingham,Argentina,T-82,DEU,0–0,0
WC-1966,Portugal v Bulgaria,group stage,Old Trafford,Manchester,Portugal,T-10,BGR,3–0,3
WC-1966,Soviet Union v Italy,group stage,Roker Park,Sunderland,Soviet Union,T-39,ITA,1–0,1
WC-1966,England v Mexico,group stage,Wembley Stadium,London,England,T-44,MEX,2–0,2
WC-1966,Mexico v Uruguay,group stage,Wembley Stadium,London,Mexico,T-80,URY,0–0,0
WC-1966,Argentina v Switzerland,group stage,Hillsborough Stadium,Sheffield,Argentina,T-72,CHE,2–0,2
WC-1966,Portugal v Brazil,group stage,Goodison Park,Liverpool,Portugal,T-09,BRA,3–1,3
WC-1966,North Korea v Italy,group stage,Ayresome Park,Middlesbrough,North Korea,T-39,ITA,1–0,1
WC-1966,England v France,group stage,Wembley Stadium,London,England,T-28,FRA,2–0,2
WC-1966,West Germany v Spain,group stage,Villa Park,Birmingham,West Germany,T-70,ESP,2–1,2
WC-1966,Hungary v Bulgaria,group stage,Old Trafford,Manchester,Hungary,T-10,BGR,3–1,3
WC-1966,Soviet Union v Chile,group stage,Roker Park,Sunderland,Soviet Union,T-13,CHL,2–1,2
WC-1966,England v Argentina,quarter-finals,Wembley Stadium,London,England,T-03,ARG,1–0,1
WC-1966,Portugal v North Korea,quarter-finals,Goodison Park,Liverpool,Portugal,T-49,PRK,5–3,5
WC-1966,Soviet Union v Hungary,quarter-finals,Roker Park,Sunderland,Soviet Union,T-34,HUN,2–1,2
WC-1966,West Germany v Uruguay,quarter-finals,Hillsborough Stadium,Sheffield,West Germany,T-80,URY,4–0,4
WC-1966,West Germany v Soviet Union,semi-finals,Goodison Park,Liverpool,West Germany,T-69,SUN,2–1,2
WC-1966,England v Portugal,semi-finals,Wembley Stadium,London,England,T-56,PRT,2–1,2
WC-1966,Portugal v Soviet Union,third-place match,Wembley Stadium,London,Portugal,T-69,SUN,2–1,2
WC-1966,England v West Germany,final,Wembley Stadium,London,England,T-82,DEU,4–2,4
WC-1970,Mexico v Soviet Union,group stage,Estadio Azteca,Mexico City,Mexico,T-69,SUN,0–0,0
WC-1970,Uruguay v Israel,group stage,Estadio Cuauhtémoc,Puebla,Uruguay,T-38,ISR,2–0,2
WC-1970,England v Romania,group stage,Estadio Jalisco,Guadalajara,England,T-58,ROU,1–0,1
WC-1970,Peru v Bulgaria,group stage,Estadio Nou Camp,León,Peru,T-10,BGR,3–2,3
WC-1970,Belgium v El Salvador,group stage,Estadio Azteca,Mexico City,Belgium,T-26,SLV,3–0,3
WC-1970,Italy v Sweden,group stage,La Bombonera,Toluca,Italy,T-71,SWE,1–0,1
WC-1970,Brazil v Czechoslovakia,group stage,Estadio Jalisco,Guadalajara,Brazil,T-20,CSK,4–1,4
WC-1970,West Germany v Morocco,group stage,Estadio Nou Camp,León,West Germany,T-45,MAR,2–1,2
WC-1970,Soviet Union v Belgium,group stage,Estadio Azteca,Mexico City,Soviet Union,T-06,BEL,4–1,4
WC-1970,Uruguay v Italy,group stage,Estadio Cuauhtémoc,Puebla,Uruguay,T-39,ITA,0–0,0
WC-1970,Romania v Czechoslovakia,group stage,Estadio Jalisco,Guadalajara,Romania,T-20,CSK,2–1,2
WC-1970,Peru v Morocco,group stage,Estadio Nou Camp,León,Peru,T-45,MAR,3–0,3
WC-1970,Mexico v El Salvador,group stage,Estadio Azteca,Mexico City,Mexico,T-26,SLV,4–0,4
WC-1970,Sweden v Israel,group stage,La Bombonera,Toluca,Sweden,T-38,ISR,1–1,1
WC-1970,Brazil v England,group stage,Estadio Jalisco,Guadalajara,Brazil,T-27,ENG,1–0,1
WC-1970,West Germany v Bulgaria,group stage,Estadio Nou Camp,León,West Germany,T-10,BGR,5–2,5
WC-1970,Soviet Union v El Salvador,group stage,Estadio Azteca,Mexico City,Soviet Union,T-26,SLV,2–0,2
WC-1970,Sweden v Uruguay,group stage,Estadio Cuauhtémoc,Puebla,Sweden,T-80,URY,1-0,1
WC-1970,Brazil v Romania,group stage,Estadio Jalisco,Guadalajara,Brazil,T-58,ROU,3–2,3
WC-1970,West Germany v Peru,group stage,Estadio Nou Camp,León,West Germany,T-54,PER,3–1,3
WC-1970,Mexico v Belgium,group stage,Estadio Azteca,Mexico City,Mexico,T-06,BEL,1–0,1
WC-1970,Italy v Israel,group stage,La Bombonera,Toluca,Italy,T-38,ISR,0–0,0
WC-1970,England v Czechoslovakia,group stage,Estadio Jalisco,Guadalajara,England,T-20,CSK,1–0,1
WC-1970,Bulgaria v Morocco,group stage,Estadio Nou Camp,León,Bulgaria,T-45,MAR,1–1,1
WC-1970,Brazil v Peru,quarter-finals,Estadio Jalisco,Guadalajara,Brazil,T-54,PER,4–2,4
WC-1970,Italy v Mexico,quarter-finals,La Bombonera,Toluca,Italy,T-44,MEX,4–1,4
WC-1970,Soviet Union v Uruguay,quarter-finals,Estadio Azteca,Mexico City,Soviet Union,T-80,URY,0–1,0
WC-1970,West Germany v England,quarter-finals,Estadio Nou Camp,León,West Germany,T-27,ENG,3–2,3
WC-1970,Brazil v Uruguay,semi-finals,Estadio Jalisco,Guadalajara,Brazil,T-80,URY,3–1,3
WC-1970,Italy v West Germany,semi-finals,Estadio Azteca,Mexico City,Italy,T-82,DEU,4–3,4
WC-1970,West Germany v Uruguay,third-place match,Estadio Azteca,Mexico City,West Germany,T-80,URY,1–0,1
WC-1970,Brazil v Italy,final,Estadio Azteca,Mexico City,Brazil,T-39,ITA,4–1,4
WC-1974,Brazil v Yugoslavia,group stage,Waldstadion,Frankfurt,Brazil,T-83,YUG,0–0,0
WC-1974,West Germany v Chile,group stage,Olympiastadion,Berlin,West Germany,T-13,CHL,1–0,1
WC-1974,East Germany v Australia,group stage,Volksparkstadion,Hamburg,East Germany,T-04,AUS,2–0,2
WC-1974,Zaire v Scotland,group stage,Westfalenstadion,Dortmund,Zaire,T-61,SCO,0–2,0
WC-1974,Sweden v Bulgaria,group stage,Rheinstadion,Düsseldorf,Sweden,T-10,BGR,0–0,0
WC-1974,Uruguay v Netherlands,group stage,Niedersachsenstadion,Hanover,Uruguay,T-46,NLD,0–2,0
WC-1974,Italy v Haiti,group stage,Olympiastadion,Munich,Italy,T-32,HTI,3–1,3
WC-1974,Poland v Argentina,group stage,Neckarstadion,Stuttgart,Poland,T-03,ARG,3–2,3
WC-1974,Australia v West Germany,group stage,Volksparkstadion,Hamburg,Australia,T-82,DEU,0–3,0
WC-1974,Chile v East Germany,group stage,Olympiastadion,Berlin,Chile,T-23,DDR,1–1,1
WC-1974,Scotland v Brazil,group stage,Waldstadion,Frankfurt,Scotland,T-09,BRA,0–0,0
WC-1974,Yugoslavia v Zaire,group stage,Parkstadion,Gelsenkirchen,Yugoslavia,T-84,COD,9–0,9
WC-1974,Bulgaria v Uruguay,group stage,Niedersachsenstadion,Hanover,Bulgaria,T-80,URY,1–1,1
WC-1974,Netherlands v Sweden,group stage,Westfalenstadion,Dortmund,Netherlands,T-71,SWE,0–0,0
WC-1974,Argentina v Italy,group stage,Neckarstadion,Stuttgart,Argentina,T-39,ITA,1–1,1
WC-1974,Haiti v Poland,group stage,Olympiastadion,Munich,Haiti,T-55,POL,0–7,0
WC-1974,Australia v Chile,group stage,Olympiastadion,Berlin,Australia,T-13,CHL,0–0,0
WC-1974,Scotland v Yugoslavia,group stage,Waldstadion,Frankfurt,Scotland,T-83,YUG,1–1,1
WC-1974,Zaire v Brazil,group stage,Parkstadion,Gelsenkirchen,Zaire,T-09,BRA,0–3,0
WC-1974,East Germany v West Germany,group stage,Volksparkstadion,Hamburg,East Germany,T-82,DEU,1–0,1
WC-1974,Bulgaria v Netherlands,group stage,Westfalenstadion,Dortmund,Bulgaria,T-46,NLD,1–4,1
WC-1974,Sweden v Uruguay,group stage,Rheinstadion,Düsseldorf,Sweden,T-80,URY,3–0,3
