587,Gymnastics,"Gymnastics Men's Individual All-Around, Apparatus Work"
588,Art Competitions,"Art Competitions Mixed Music, Compositions For Solo Or Chorus"
589,Fencing,"Fencing Women's epee, Team"
590,Swimming,"Swimming Men's 4,000 metres Freestyle"
591,Swimming,Swimming Men's Underwater Swimming
592,Sailing,Sailing Mixed Skiff
593,Shooting,"Shooting Men's Military Rifle, 200/500/600/800/900/1,000 Yards, Team"
594,Shooting,"Shooting Men's Running Target, Single And Double Shot"
595,Shooting,"Shooting Men's Small-Bore Rifle, Any Position, 50 metres"
596,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres"
597,Swimming,Swimming Women's 10 kilometres Open Water
598,Snowboarding,Snowboarding Women's Slopestyle
599,Snowboarding,Snowboarding Men's Giant Slalom
600,Snowboarding,Snowboarding Men's Parallel Giant Slalom
601,Snowboarding,Snowboarding Men's Boardercross
602,Snowboarding,Snowboarding Men's Parallel Slalom
603,Cycling,"Cycling Men's Team Pursuit, 1,980 yards"
604,Cycling,"Cycling Men's 5,000 metres"
605,Cycling,Cycling Men's 100 kilometres
606,Cricket,Cricket Men's Cricket
608,Canoeing,"Canoeing Men's Canadian Singles, 10,000 metres"
609,Cross Country Skiing,Cross Country Skiing Women's Team Sprint
610,Boxing,Boxing Women's Middleweight
611,Sailing,Sailing Men's Skiff
612,Athletics,Athletics Men's Pentathlon
613,Swimming,"Swimming Men's 1,200 metres Freestyle"
614,Shooting,Shooting Women's Skeet
615,Biathlon,Biathlon Men's 15 kilometres Mass Start
616,Cross Country Skiing,Cross Country Skiing Men's 30 km Skiathlon
617,Cycling,Cycling Men's 1/4 mile
618,Cycling,Cycling Men's 1/2 mile
619,Cycling,Cycling Men's 5 mile
620,Cycling,Cycling Men's 25 mile
621,Shooting,"Shooting Men's Small-Bore Rifle, Standing, 50 metres"
622,Shooting,"Shooting Men's Small Bore-Rifle, Standing, 50 metres, Team"
623,Speed Skating,Speed Skating Men's Team Pursuit (8 laps)
624,Shooting,"Shooting Men's Free Rifle, 1,000 Yards"
625,Cycling,Cycling Women's Team Pursuit
626,Speed Skating,"Speed Skating Women's 5,000 metres"
627,Athletics,"Athletics Men's 3,000 metres Walk"
628,Snowboarding,Snowboarding Women's Boardercross
629,Shooting,"Shooting Mixed Running Target, 50 metres"
630,Luge,Luge Mixed Team Relay
631,Cycling,Cycling Women's Individual Time Trial
632,Fencing,"Fencing Women's Sabre, Individual"
633,Fencing,"Fencing Men's Sabre, Individual, Three Hits"
634,Archery,Archery Women's Double National Round
635,Cycling,Cycling Men's Omnium
636,Equestrianism,Equestrianism Mixed Hacks And Hunter Combined
637,Sailing,Sailing Mixed 10 metres
638,Shooting,"Shooting Men's Trap, Team"
639,Cycling,"Cycling Women's Individual Pursuit, 3,000 metres"
640,Cycling,Cycling Women's Points Race
641,Sailing,Sailing Men's Two Person Keelboat
642,Cycling,Cycling Men's Keirin
643,Cycling,Cycling Men's Team Sprint
644,Athletics,Athletics Men's 5 mile
645,Shooting,"Shooting Men's Running Target, Single Shot, Team"
646,Bobsleigh,Bobsleigh Women's Two
647,Racquets,Racquets Men's Singles
649,Racquets,Racquets Men's Doubles
650,Art Competitions,"Art Competitions Mixed Literature, Lyric Works"
651,Motorboating,Motorboating Mixed A-Class (Open)
653,Archery,Archery Men's Continental Style
654,Military Ski Patrol,Military Ski Patrol Men's Military Ski Patrol
656,Art Competitions,"Art Competitions Mixed Painting, Graphic Arts"
657,Wrestling,"Wrestling Women's Flyweight, Freestyle"
658,Art Competitions,"Art Competitions Mixed Literature, Unknown Event"
659,Sailing,Sailing Mixed 0.5-1 Ton
660,Art Competitions,"Art Competitions Mixed Painting, Applied Arts"
661,Croquet,"Croquet Mixed Singles, One Ball"
663,Croquet,Croquet Mixed Doubles
664,Shooting,"Shooting Men's Running Target, Double Shot, Team"
665,Shooting,"Shooting Men's Free Pistol, 50 yards"
666,Shooting,"Shooting Men's Free Pistol, 50 yards, Team"
667,Fencing,"Fencing Men's epee, Masters and Amateurs, Individual"
668,Swimming,Swimming Men's 10 kilometres Open Water
669,Art Competitions,"Art Competitions Mixed Music, Compositions For Orchestra"
670,Archery,Archery Men's Double York Round
671,Wrestling,"Wrestling Women's Middleweight, Freestyle"
672,Equestrianism,"Equestrianism Men's Vaulting, Individual"
673,Swimming,Swimming Men's 4 x 250 metres Freestyle Relay
674,Freestyle Skiing,Freestyle Skiing Women's Slopestyle
675,Table Tennis,Table Tennis Women's Team
676,Athletics,Athletics Women's Hammer Throw
677,Canoeing,"Canoeing Men's Kayak Singles, 200 metres"
678,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres
679,Shooting,Shooting Women's Double Trap
680,Rowing,Rowing Men's 6-Man Naval Rowing Boats
681,Art Competitions,Art Competitions Mixed Music
682,Shooting,"Shooting Men's Free Rifle, Kneeling, 300 metres"
683,Shooting,"Shooting Men's Free Rifle, Prone, 300 metres"
684,Shooting,"Shooting Men's Free Rifle, Standing, 300 metres"
685,Short Track Speed Skating,"Short Track Speed Skating Women's 1,000 metres"
686,Athletics,"Athletics Men's 3,200 metres Steeplechase"
687,Rowing,Rowing Women's Coxless Fours
688,Freestyle Skiing,Freestyle Skiing Women's Ski Cross
689,Freestyle Skiing,Freestyle Skiing Men's Ski Cross
690,Tennis,"Tennis Men's Doubles, Covered Courts"
691,Tennis,"Tennis Men's Singles, Covered Courts"
692,Cycling,Cycling Men's 25 kilometres
693,Nordic Combined,"Nordic Combined Men's Normal Hill / 10 km, Individual"
694,Nordic Combined,"Nordic Combined Men's Large Hill / 10 km, Individual"
695,Shooting,"Shooting Men's Military Rifle, 200 metres"
696,Short Track Speed Skating,"Short Track Speed Skating Women's 1,500 metres"
697,Athletics,Athletics Men's Standing Triple Jump
698,Rowing,Rowing Men's Coxed Pairs (1 kilometres)
699,Shooting,"Shooting Men's Military Pistol, 30 metres"
700,Cycling,Cycling Women's Keirin
701,Archery,"Archery Men's Au Cordon Dore, 50 metres"
702,Swimming,Swimming Women's 300 metres Freestyle
703,Snowboarding,Snowboarding Women's Giant Slalom
704,Canoeing,"Canoeing Men's Canadian Singles, 200 metres"
705,Sailing,Sailing Mixed 30 metres
706,Athletics,"Athletics Men's 4,000 metres Steeplechase"
707,Athletics,"Athletics Men's 5,000 metres, Team"
708,Snowboarding,Snowboarding Men's Slopestyle
709,Rowing,Rowing Men's Coxed Pairs (1 mile)
710,Art Competitions,Art Competitions Mixed Unknown Event
711,Cycling,Cycling Women's Omnium
712,Freestyle Skiing,Freestyle Skiing Men's Halfpipe
713,Swimming,Swimming Men's 200 metres Obstacle Course
714,Swimming,Swimming Men's 200 metres Team Swimming
715,Sailing,Sailing Mixed 12 foot
716,Art Competitions,"Art Competitions Mixed Music, Instrumental And Chamber"
717,Art Competitions,"Art Competitions Mixed Music, Vocals"
718,Art Competitions,"Art Competitions Mixed Literature, Dramatic Works"
719,Jeu De Paume,Jeu De Paume Men's Singles
721,Sailing,Sailing Mixed 10-20 Ton
722,Cycling,Cycling Men's 1/3 mile
723,Cycling,Cycling Men's 1 mile
724,Cycling,Cycling Men's 2 mile
725,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Plaques"
726,Athletics,"Athletics Men's 1,600 metres Medley Relay"
727,Croquet,"Croquet Mixed Singles, Two Balls"
728,Canoeing,"Canoeing Men's Folding Kayak Doubles, 10 kilometres"
729,Athletics,Athletics Men's 60 metres
730,Snowboarding,Snowboarding Women's Parallel Giant Slalom
731,Sailing,Sailing Mixed 2-3 Ton
732,Speed Skating,Speed Skating Men's Allround
733,Shooting,"Shooting Men's Military Rifle, Prone, 600 metres"
734,Canoeing,"Canoeing Men's Canadian Doubles, 10,000 metres"
735,Snowboarding,Snowboarding Women's Parallel Slalom
736,Shooting,"Shooting Men's Dueling Pistol, 30 metres, Team"
737,Gymnastics,"Gymnastics Men's Parallel Bars, Teams"
738,Gymnastics,"Gymnastics Men's Horizontal Bar, Teams"
739,Shooting,"Shooting Men's Small-Bore Rifle, Disappearing Target, 25 metres, Team"
740,Art Competitions,"Art Competitions Mixed Sculpturing, Medals And Reliefs"
741,Athletics,"Athletics Men's 1,500 metres Walk"
742,Athletics,"Athletics Men's 3 mile, Team"
743,Art Competitions,"Art Competitions Mixed Sculpturing, Medals"
744,Shooting,"Shooting Men's Military Rifle, Kneeling Or Standing, 300 metres"
745,Equestrianism,"Equestrianism Men's Vaulting, Team"
746,Shooting,"Shooting Men's Free Rifle, Any Position, 300 metres"
747,Shooting,"Shooting Men's Military Rifle, 1873-1874 Gras Model, Kneeling Or Standing, 200 metres"
748,Swimming,Swimming Men's 100 Yard Backstroke
749,Swimming,Swimming Men's 440 Yard Breaststroke
750,Art Competitions,"Art Competitions Mixed Literature, Epic Works"
751,Art Competitions,Art Competitions Mixed Architecture
752,Athletics,"Athletics Men's 3,500 metres Walk"
753,Roque,Roque Men's Singles
755,Gymnastics,Gymnastics Men's Side Horse
756,Alpinism,Alpinism Mixed Alpinism
758,Archery,Archery Men's Double American Round
759,Archery,Archery Men's Team Round
760,Archery,"Archery Men's Target Archery, 33 metres, Individual"
761,Archery,"Archery Men's Target Archery, 50 metres, Individual"
762,Swimming,"Swimming Men's 1,000 metres Freestyle"
763,Athletics,Athletics Men's 10 mile Walk
764,Athletics,"Athletics Men's Discus Throw, Both Hands"
765,Golf,Golf Men's Team
766,Sailing,Sailing Mixed 0-0.5 Ton
767,Sailing,Sailing Mixed 20+ Ton
768,Cycling,Cycling Women's Team Sprint
769,Weightlifting,"Weightlifting Men's Unlimited, Two Hands"
770,Shooting,"Shooting Men's Free Pistol, 25 metres"
771,Shooting,"Shooting Men's Military Revolver, 1873-1874 Gras Model, 20 metres"
772,Shooting,"Shooting Men's Military Revolver, 20 metres"
773,Shooting,Shooting Men's Dueling Pistol Au Vise 20 metres
774,Shooting,"Shooting Men's Dueling Pistol Au Commandement, 25 metres"
775,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres, Team"
776,Sailing,Sailing Mixed 6.5 metres
777,Athletics,Athletics Men's 200 metres Hurdles
778,Athletics,Athletics Men's 56-pound Weight Throw
779,Equestrianism,Equestrianism Mixed Four-In-Hand Competition
780,Athletics,"Athletics Men's 2,500 metres Steeplechase"
781,Art Competitions,"Art Competitions Mixed Music, Unknown Event"
782,Athletics,Athletics Men's All-Around Championship
783,Archery,"Archery Men's Pole Archery, Small Birds, Individual"
784,Archery,"Archery Men's Pole Archery, Large Birds, Individual"
785,Archery,"Archery Men's Pole Archery, Small Birds, Team"
786,Archery,"Archery Men's Pole Archery, Large Birds, Team"
787,Athletics,"Athletics Men's 2,590 metres Steeplechase"
788,Archery,Archery Women's Double Columbia Round
789,Athletics,"Athletics Men's 4 mile, Team"
790,Figure Skating,Figure Skating Men's Special Figures
791,Shooting,"Shooting Men's Military Rifle, Standing, 300 metres"
792,Swimming,Swimming Men's 50 yard Freestyle
793,Swimming,Swimming Men's 100 yard Freestyle
794,Swimming,Swimming Men's 440 yard Freestyle
795,Basque Pelota,Basque Pelota Men's Two-Man Teams With Cesta
797,Shooting,"Shooting Men's Trap, Single Shot, 16 metres"
798,Shooting,"Shooting Men's Trap, Double Shot, 14 metres"
799,Equestrianism,Equestrianism Mixed Long Jump
800,Canoeing,"Canoeing Men's Folding Kayak Singles, 10 kilometres"
801,Shooting,"Shooting Men's Free Pistol, 30 metres"
802,Shooting,"Shooting Men's Military Pistol, 25 metres"
803,Swimming,Swimming Men's 100 metres Freestyle For Sailors
804,Archery,Archery Men's Sur La Perche a La Herse
805,Sailing,Sailing Mixed 3-10 Ton
806,Gymnastics,"Gymnastics Men's Individual All-Around, 4 Events"
807,Wrestling,"Wrestling Men's Unlimited Class, Greco-Roman"
808,Motorboating,Motorboating Mixed B-Class (Under 60 Feet)
809,Motorboating,Motorboating Mixed C-Class
810,Cycling,"Cycling Men's 10,000 metres"
811,Art Competitions,"Art Competitions Mixed Sculpturing, Reliefs"
812,Shooting,"Shooting Men's Muzzle-Loading Pistol, 25 metres"
813,Equestrianism,Equestrianism Mixed High Jump
814,Archery,Archery Men's Sur La Perche a La Pyramide
815,Fencing,"Fencing Men's Single Sticks, Individual"
816,Gymnastics,Gymnastics Men's Tumbling
817,Shooting,Shooting Men's Unknown Event
818,Sailing,Sailing Mixed 18 foot
819,Archery,Archery Men's Unknown Event
820,Archery,"Archery Men's Au Chapelet, 50 metres"
821,Archery,Archery Men's Championnat Du Monde
822,Archery,Archery Women's Team Round
823,Wrestling,"Wrestling Men's All-Around, Greco-Roman"
824,Cycling,Cycling Men's 12-Hours Race
825,Swimming,Swimming Men's 500 metres Freestyle
826,Weightlifting,Weightlifting Men's All-Around Dumbbell Contest
827,Archery,"Archery Men's Au Chapelet, 33 metres"
828,Archery,"Archery Men's Au Cordon Dore, 33 metres"
829,Archery,"Archery Men's Target Archery, 28 metres, Individual"
830,Aeronautics,Aeronautics Mixed Aeronautics
